,count,mean,std,min,25%,50%,75%,max
Legionella pneumophila,105.0,0.0014095238095238097,0.0009374191051789902,0.0,0.001,0.001,0.002,0.006
Legionella spiritensis,105.0,0.0006666666666666668,0.0005310850045437944,0.0,0.0,0.001,0.001,0.002
Legionella waltersii,105.0,9.523809523809524e-05,0.00029495141463694826,0.0,0.0,0.0,0.0,0.001
Leifsonia sp. 21MFCrub1.1,105.0,0.03498095238095237,0.01723981357675227,0.006,0.021,0.034,0.046,0.105
Leifsonia xyli,105.0,0.052999999999999985,0.025474346069964342,0.012,0.032,0.051,0.072,0.13
Leisingera methylohalidivorans,105.0,0.006161904761904744,0.002453897251641089,0.002,0.004,0.006,0.008,0.012
Lelliottia amnigena,105.0,0.004704761904761906,0.013423518260532239,0.001,0.002,0.002,0.003,0.133
Lelliottia jeotgali,105.0,0.030876190476190463,0.2767735361139862,0.001,0.001,0.002,0.002,2.835
Lelliottia nimipressuralis,105.0,0.001047619047619047,0.0009027836479568647,0.0,0.001,0.001,0.001,0.0069999999999999
Lelliottia sp. WB101,105.0,0.01813333333333333,0.1298894549716046,0.001,0.002,0.002,0.002,1.323
Leminorella richardii,105.0,0.0010761904761904767,0.00026657507584594423,0.001,0.001,0.001,0.001,0.002
Lentibacillus amyloliquefaciens,105.0,0.0001238095238095238,0.0003309438162646486,0.0,0.0,0.0,0.0,0.001
Lentzea guizhouensis,105.0,0.0556095238095238,0.024862891424035336,0.013,0.033,0.054,0.075,0.11
Leptolyngbya boryana,105.0,0.0006666666666666668,0.0005126602313623643,0.0,0.0,0.001,0.001,0.002
Leptolyngbya sp. NIES-3755,105.0,0.0007238095238095239,0.0008715066319448234,0.0,0.0,0.001,0.001,0.008
Leptolyngbya sp. O-77,105.0,0.0030190476190476187,0.001518988481630456,0.001,0.002,0.003,0.004,0.0069999999999999
Leptolyngbya sp. PCC 7376,105.0,4.761904761904762e-05,0.00021398024625545636,0.0,0.0,0.0,0.0,0.001
Leptospira alstonii,105.0,0.00019999999999999998,0.0004019184762342502,0.0,0.0,0.0,0.0,0.001
Leptospira biflexa,105.0,0.0003619047619047619,0.0004828562758732487,0.0,0.0,0.0,0.001,0.001
Leptospira interrogans,105.0,0.0005714285714285715,0.0005162204146326612,0.0,0.0,0.001,0.001,0.002
Leptospira kmetyi,105.0,0.0005809523809523809,0.0005147992958603526,0.0,0.0,0.001,0.001,0.002
Leptospira santarosai,105.0,0.0004952380952380952,0.0005023753102820161,0.0,0.0,0.0,0.001,0.001
Leptospirillum ferriphilum,105.0,0.0007523809523809525,0.0006167681334204371,0.0,0.0,0.001,0.001,0.002
Leptospirillum ferrooxidans,105.0,0.0006190476190476191,0.0005438635359973541,0.0,0.0,0.001,0.001,0.002
Leptospirillum sp. Group II 'CF-1',105.0,0.0005333333333333334,0.0005012804118276034,0.0,0.0,0.001,0.001,0.001
Leptothrix cholodnii,105.0,0.07158095238095237,0.03231568473440535,0.021,0.053,0.066,0.0809999999999999,0.2289999999999999
Libanicoccus massiliensis,105.0,0.0050380952380952295,0.0025792209971968127,0.001,0.003,0.005,0.0069999999999999,0.012
Limnobaculum parvum,105.0,6.666666666666667e-05,0.0002506402059138014,0.0,0.0,0.0,0.0,0.001
Limnochorda pilosa,105.0,0.01132380952380951,0.005897351488486555,0.002,0.006,0.012,0.015,0.026
Limnohabitans sp. 103DPR2,105.0,0.0028952380952380957,0.001216266430229836,0.001,0.002,0.003,0.003,0.008
Limnohabitans sp. 63ED37-2,105.0,0.008390476190476176,0.003572047565406129,0.003,0.006,0.008,0.01,0.025
Listeria innocua,105.0,0.00013333333333333334,0.0003415650255319865,0.0,0.0,0.0,0.0,0.001
Listeria monocytogenes,105.0,0.0009714285714285715,0.0010139141867150188,0.0,0.0,0.001,0.001,0.008
Lonsdalea britannica,105.0,0.002190476190476191,0.0005899028292738965,0.001,0.002,0.002,0.002,0.004
Luteibacter rhizovicinus,105.0,0.47783809523809523,1.61498871824953,0.01,0.025,0.038,0.18,13.928
Luteimonas sp. 100111,105.0,0.01869523809523808,0.011701515195711113,0.006,0.012,0.016,0.02,0.084
Luteimonas sp. 83-4,105.0,0.016780952380952372,0.01336613182089268,0.006,0.011,0.0139999999999999,0.017,0.104
Luteimonas sp. JM171,105.0,0.014057142857142838,0.008512240701380677,0.005,0.009,0.012,0.016,0.058
Luteipulveratus mongoliensis,105.0,0.034171428571428554,0.02036515554665764,0.006,0.015,0.032,0.048,0.099
Luteitalea pratensis,105.0,0.14587619047619046,0.10767675051157795,0.02,0.083,0.117,0.181,0.718
Lutibacter profundi,105.0,0.00010476190476190476,0.0003077152006135618,0.0,0.0,0.0,0.0,0.001
Lutibacter sp. LPB0138,105.0,0.00039047619047619044,0.0005094347941825426,0.0,0.0,0.0,0.001,0.002
Lysinibacillus sp. 2017,105.0,6.666666666666667e-05,0.00031824841127969745,0.0,0.0,0.0,0.0,0.002
Lysinibacillus sp. Marseille-P5727,105.0,0.00018095238095238098,0.0004336994790119517,0.0,0.0,0.0,0.0,0.002
Lysinibacillus sp. YS11,105.0,0.0004380952380952381,0.0005533779054381433,0.0,0.0,0.0,0.001,0.002
Lysinibacillus sphaericus,105.0,0.0005523809523809524,0.0005543699192109974,0.0,0.0,0.001,0.001,0.002
Lysinimonas sp. 2DFWR-13,105.0,0.026971428571428563,0.012276037589592942,0.005,0.019,0.025,0.033,0.083
Lysobacter antibioticus,105.0,0.029228571428571427,0.0242507958405719,0.01,0.019,0.024,0.03,0.218
Lysobacter capsici,105.0,0.034038095238095235,0.02767667853624302,0.01,0.021,0.027,0.034,0.218
Lysobacter enzymogenes,105.0,0.054619047619047616,0.04736161642746909,0.018,0.0349999999999999,0.044,0.054,0.424
Lysobacter gummosus,105.0,0.05954285714285714,0.10337599674632747,0.0139999999999999,0.027,0.032,0.054,0.8829999999999999
Lysobacter maris,105.0,0.024161904761904753,0.02505537091566618,0.0069999999999999,0.0139999999999999,0.018,0.024,0.2239999999999999
Lysobacter sp. TY2-98,105.0,0.02934285714285713,0.026525687322142815,0.008,0.017,0.023,0.029,0.212
Magnetococcus marinus,105.0,0.0013904761904761907,0.000700209283209699,0.0,0.001,0.001,0.002,0.003
Magnetospira sp. QH-2,105.0,0.007085714285714274,0.0032614127593442012,0.002,0.004,0.0069999999999999,0.009,0.015
Magnetospirillum gryphiswaldense,105.0,0.026780952380952364,0.011892128094782307,0.008,0.017,0.026,0.034,0.0569999999999999
Magnetospirillum magneticum,105.0,0.018114285714285704,0.007585809481822322,0.006,0.011,0.018,0.024,0.036
Magnetospirillum sp. ME-1,105.0,0.018799999999999987,0.008148147500647471,0.006,0.011,0.019,0.025,0.04
Magnetospirillum sp. XM-1,105.0,0.017399999999999992,0.00706780348862687,0.005,0.011,0.017,0.023,0.0349999999999999
Mahella australiensis,105.0,0.0004095238095238095,0.0004941044364698561,0.0,0.0,0.0,0.001,0.001
Mannheimia haemolytica,105.0,0.0008,0.0008250874079570184,0.0,0.0,0.001,0.001,0.004
Maribacter cobaltidurans,105.0,0.0005714285714285715,0.0005162204146326612,0.0,0.0,0.001,0.001,0.002
Maribacter sp. 1_2014MBL_MicDiv,105.0,0.00039047619047619044,0.0004901969403138297,0.0,0.0,0.0,0.001,0.001
Maribacter sp. HTCC2170,105.0,0.00013333333333333334,0.0003415650255319864,0.0,0.0,0.0,0.0,0.001
Maribacter sp. T28,105.0,0.0003619047619047619,0.00048285627587324866,0.0,0.0,0.0,0.001,0.001
Maricaulis maris,105.0,0.0075809523809523644,0.0030970859516554167,0.002,0.005,0.008,0.01,0.015
Marichromatium purpuratum,105.0,0.014990476190476183,0.0069745350521837135,0.004,0.009,0.015,0.019,0.034
Marinifilaceae bacterium SPP2,105.0,0.00045714285714285713,0.0005375974228091028,0.0,0.0,0.0,0.001,0.002
Mariniflexile sp. TRM1-10,105.0,0.0007047619047619049,0.0005357203906856043,0.0,0.0,0.001,0.001,0.002
Marinithermus hydrothermalis,105.0,0.007085714285714274,0.00387326707085863,0.001,0.004,0.0069999999999999,0.01,0.015
Marinobacter hydrocarbonoclasticus,105.0,0.0030380952380952386,0.0010370428513122665,0.001,0.002,0.003,0.004,0.006
Marinobacter psychrophilus,105.0,0.0007714285714285716,0.0004441314526722323,0.0,0.001,0.001,0.001,0.002
Marinobacter salarius,105.0,0.0035904761904761904,0.0011325196389470392,0.001,0.003,0.004,0.004,0.006
Marinobacter salinus,105.0,0.0018095238095238095,0.0007084006647593587,0.001,0.001,0.002,0.002,0.004
Marinobacter similis,105.0,0.002561904761904762,0.0009085471234107105,0.001,0.002,0.003,0.003,0.005
Marinobacter sp. Arc7-DN-1,105.0,0.003133333333333334,0.0012939702370452632,0.001,0.002,0.003,0.004,0.006
Marinobacter sp. BSs20148,105.0,0.0010476190476190479,0.00042473866130001667,0.0,0.001,0.001,0.001,0.002
Marinobacter sp. CP1,105.0,0.0017142857142857148,0.0006609184418770497,0.001,0.001,0.002,0.002,0.003
Marinobacter sp. LQ44,105.0,0.010114285714285704,0.006271600037707039,0.002,0.005,0.009,0.0139999999999999,0.0279999999999999
Marinobacter sp. LV10R510-11A,105.0,0.0015333333333333336,0.000636496822559394,0.0,0.001,0.001,0.002,0.003
Marinobacter sp. es.042,105.0,0.0013809523809523811,0.000561264924094064,0.0,0.001,0.001,0.002,0.003
Marinobacterium aestuarii,105.0,0.00467619047619047,0.001515910732195441,0.002,0.004,0.005,0.005,0.009
Marinomonas mediterranea,105.0,0.00010476190476190476,0.0003077152006135618,0.0,0.0,0.0,0.0,0.001
Marinomonas primoryensis,105.0,0.0001238095238095238,0.00033094381626464853,0.0,0.0,0.0,0.0,0.001
Marinovum algicola,105.0,0.011504761904761896,0.004566019579298233,0.004,0.008,0.012,0.015,0.023
Mariprofundus aestuarium,105.0,0.0010666666666666667,0.0006831300510639731,0.0,0.001,0.001,0.001,0.003
Mariprofundus ferrinatatus,105.0,0.0016952380952380954,0.0008218624431484114,0.0,0.001,0.002,0.002,0.004
Maritalea myrionectae,105.0,0.002523809523809524,0.0012254923507845747,0.001,0.002,0.002,0.003,0.006
Marivirga tractuosa,105.0,0.0032761904761904738,0.0016437248862968157,0.001,0.002,0.003,0.004,0.009
Marivivens sp. JLT3646,105.0,0.0015428571428571431,0.0007209578488235074,0.0,0.001,0.001,0.002,0.004
Marmoricola scoriae,105.0,0.09407619047619047,0.067413148574537,0.013,0.042,0.088,0.123,0.371
Martelella endophytica,105.0,0.014285714285714273,0.005030129004528393,0.005,0.01,0.0139999999999999,0.017,0.029
Martelella mediterranea,105.0,0.017742857142857133,0.00622808244879682,0.006,0.013,0.017,0.021,0.034
Martelella sp. AD-3,105.0,0.01602857142857142,0.006070827378121132,0.005,0.011,0.016,0.02,0.032
Massilia armeniaca,105.0,0.20606666666666668,0.18175137639234765,0.026,0.048,0.159,0.318,0.935
Massilia oculi,105.0,0.5878857142857142,0.5130627925711229,0.043,0.16,0.49,0.769,2.475
Massilia putida,105.0,1.2701523809523811,1.6529729672329585,0.0559999999999999,0.242,0.7979999999999999,1.537,9.366
Massilia sp. NR 4-1,105.0,0.33385714285714285,0.36473895904024045,0.029,0.0559999999999999,0.201,0.551,2.243
Massilia sp. WG5,105.0,3.1190285714285713,3.283218790177685,0.052,0.517,1.902,5.1450000000000005,14.182
Massilia sp. YMA4,105.0,0.20722857142857143,0.18173116541616213,0.027,0.048,0.161,0.322,0.933
Massilia violaceinigra,105.0,0.373647619047619,0.32099502694902826,0.04,0.09,0.31,0.523,1.41
Megasphaera elsdenii,105.0,0.0021523809523809525,0.0010074811735304614,0.001,0.001,0.002,0.003,0.005
Megasphaera hexanoica,105.0,0.0004761904761904762,0.0005018281596637456,0.0,0.0,0.0,0.001,0.001
Megasphaera stantonii,105.0,0.0015714285714285715,0.0008418973861410959,0.0,0.001,0.002,0.002,0.003
Meiothermus ruber,105.0,0.004609523809523802,0.002347237484687857,0.001,0.003,0.005,0.006,0.01
Meiothermus silvanus,105.0,0.0037047619047618986,0.001911120339586419,0.001,0.002,0.004,0.005,0.008
Melaminivora sp. SC2-7,105.0,0.017495238095238088,0.007746120380705484,0.006,0.012,0.016,0.02,0.0569999999999999
Melaminivora sp. SC2-9,105.0,0.022266666666666664,0.010318268588608593,0.008,0.016,0.021,0.026,0.075
Melioribacter roseus,105.0,0.000761904761904762,0.0006433656922150996,0.0,0.0,0.001,0.001,0.002
Melittangium boletus,105.0,0.04277142857142857,0.05617850279087345,0.008,0.021,0.033,0.043,0.51
Mesorhizobium amorphae,105.0,0.11910476190476191,0.09507900801737346,0.0279999999999999,0.0569999999999999,0.088,0.149,0.6819999999999999
Mesorhizobium australicum,105.0,0.07096190476190475,0.04823339168314906,0.018,0.045,0.0569999999999999,0.083,0.4009999999999999
Mesorhizobium ciceri,105.0,0.1287428571428571,0.08851662475005957,0.037,0.075,0.103,0.163,0.699
Mesorhizobium huakuii,105.0,0.011638095238095222,0.006613104428568336,0.002,0.008,0.01,0.013,0.05
Mesorhizobium japonicum,105.0,0.08314285714285713,0.049603898065542225,0.018,0.055,0.072,0.093,0.378
Mesorhizobium loti,105.0,0.28948571428571424,0.18097498309295265,0.064,0.185,0.238,0.325,1.418
Mesorhizobium oceanicum,105.0,0.036352380952380935,0.01436674910525968,0.013,0.027,0.0349999999999999,0.043,0.089
Mesorhizobium opportunistum,105.0,0.09104761904761903,0.06097609571860308,0.02,0.058,0.073,0.106,0.481
Mesorhizobium phage vB_MloP_Lo5R7ANS,105.0,0.000523809523809523,0.00122549235078457,0.0,0.0,0.0,0.0,0.0069999999999999
Mesorhizobium sp. DCY119,105.0,0.04291428571428571,0.031815911079241435,0.013,0.027,0.032,0.05,0.262
Mesorhizobium sp. WSM1497,105.0,0.01726666666666666,0.010001217874557029,0.006,0.011,0.0139999999999999,0.022,0.078
Mesotoga prima,105.0,5.714285714285714e-05,0.0002332286526042726,0.0,0.0,0.0,0.0,0.001
Metallosphaera hakonensis,105.0,4.761904761904762e-05,0.00021398024625545627,0.0,0.0,0.0,0.0,0.001
Metallosphaera sedula,105.0,0.0001523809523809524,0.00045533065713391975,0.0,0.0,0.0,0.0,0.003
Methanocella arvoryzae,105.0,0.0009333333333333333,0.0006970634374986515,0.0,0.0,0.001,0.001,0.003
Methanocella conradii,105.0,0.0006095238095238096,0.0008824707240212442,0.0,0.0,0.001,0.001,0.008
Methanocorpusculum labreanum,105.0,7.61904761904762e-05,0.00026657507584594445,0.0,0.0,0.0,0.0,0.001
Methanoculleus bourgensis,105.0,0.0006476190476190477,0.0005185214256561331,0.0,0.0,0.001,0.001,0.002
Methanoculleus marisnigri,105.0,0.0027428571428571432,0.0014546250602591954,0.001,0.001,0.003,0.004,0.006
Methanofollis liminatans,105.0,0.0015809523809523812,0.0009279936212992846,0.0,0.001,0.002,0.002,0.003
Methanolacinia petrolearia,105.0,6.666666666666667e-05,0.00025064020591380136,0.0,0.0,0.0,0.0,0.001
Methanolinea tarda,105.0,8.571428571428573e-05,0.0002812843385630972,0.0,0.0,0.0,0.0,0.001
Methanopyrus sp. KOL6,105.0,0.0001523809523809524,0.00036111345918274807,0.0,0.0,0.0,0.0,0.001
Methanoregula boonei,105.0,0.00048571428571428577,0.0005021929929795938,0.0,0.0,0.0,0.001,0.001
Methanoregula formicica,105.0,0.0005523809523809524,0.0005185214256561336,0.0,0.0,0.001,0.001,0.002
Methanosaeta harundinacea,105.0,0.0011142857142857146,0.0007508237234772646,0.0,0.001,0.001,0.002,0.002
Methanosarcina barkeri,105.0,7.61904761904762e-05,0.00026657507584594445,0.0,0.0,0.0,0.0,0.001
Methanosarcina mazei,105.0,0.0004095238095238095,0.000494104436469856,0.0,0.0,0.0,0.001,0.001
Methanosarcina sp. MTP4,105.0,0.00013333333333333334,0.00034156502553198657,0.0,0.0,0.0,0.0,0.001
Methanosphaerula palustris,105.0,0.0008,0.0006850042111044057,0.0,0.0,0.001,0.001,0.002
Methanothrix soehngenii,105.0,0.0002,0.0004019184762342502,0.0,0.0,0.0,0.0,0.001
Methylacidiphilum fumariolicum,105.0,0.0003904761904761905,0.0004901969403138297,0.0,0.0,0.0,0.001,0.001
Methylacidiphilum infernorum,105.0,0.001838095238095238,0.001193925406153113,0.0,0.001,0.002,0.003,0.006
Methylibium petroleiphilum,105.0,0.07386666666666666,0.04218231188421795,0.021,0.054,0.064,0.084,0.3399999999999999
Methylobacillus flagellatus,105.0,0.0039999999999999975,0.001599278683560901,0.001,0.003,0.004,0.005,0.009
Methylobacterium aquaticum,105.0,0.03366666666666666,0.01370756856256557,0.01,0.023,0.034,0.042,0.0689999999999999
Methylobacterium brachiatum,105.0,0.037971428571428566,0.01451422190000681,0.0139999999999999,0.027,0.038,0.047,0.08
Methylobacterium currus,105.0,0.030228571428571424,0.012582999170780708,0.008,0.02,0.03,0.037,0.062
Methylobacterium nodulans,105.0,0.04967619047619047,0.021142599741032886,0.0139999999999999,0.033,0.049,0.061,0.103
Methylobacterium oryzae,105.0,0.015723809523809515,0.006690255885205279,0.005,0.011,0.015,0.019,0.034
Methylobacterium phyllosphaerae,105.0,0.01742857142857142,0.007204241729779681,0.005,0.012,0.017,0.021,0.038
Methylobacterium radiotolerans,105.0,0.023828571428571418,0.009110916046632809,0.0069999999999999,0.017,0.024,0.0279999999999999,0.048
Methylobacterium sp. 17SD2-17,105.0,0.0363142857142857,0.015553452674885084,0.01,0.024,0.036,0.043,0.08
Methylobacterium sp. 17Sr1-1,105.0,0.02563809523809523,0.010710458412874742,0.008,0.017,0.025,0.032,0.053
Methylobacterium sp. 17Sr1-28,105.0,0.02681904761904761,0.010795103014063792,0.008,0.019,0.026,0.032,0.055
Methylobacterium sp. 17Sr1-43,105.0,0.031038095238095233,0.012866118153390177,0.009,0.022,0.03,0.037,0.0689999999999999
Methylobacterium sp. 4-46,105.0,0.08574285714285715,0.03870177609009014,0.023,0.055,0.0849999999999999,0.107,0.19
Methylobacterium sp. AMS5,105.0,0.009971428571428558,0.00429771214372597,0.003,0.0069999999999999,0.01,0.012,0.024
Methylobacterium sp. C1,105.0,0.024133333333333326,0.010394216833881406,0.006,0.016,0.024,0.03,0.05
Methylobacterium sp. DM1,105.0,0.016133333333333322,0.007461525244503232,0.005,0.01,0.016,0.019,0.045
Methylobacterium sp. XJLW,105.0,0.020333333333333328,0.00883901607240337,0.006,0.013,0.02,0.025,0.047
Methylocaldum marinum,105.0,0.009085714285714275,0.003800592781988819,0.003,0.006,0.009,0.011,0.02
Methyloceanibacter caenitepidi,105.0,0.021714285714285703,0.010538130659761145,0.005,0.0139999999999999,0.021,0.0279999999999999,0.0569999999999999
Methyloceanibacter sp. wino2,105.0,0.022542857142857135,0.010789086875375309,0.004,0.015,0.022,0.029,0.06
Methylocella silvestris,105.0,0.02938095238095237,0.01618723437701935,0.0069999999999999,0.016,0.0279999999999999,0.04,0.082
Methylococcus capsulatus,105.0,0.00979047619047618,0.004556684097385942,0.002,0.005,0.01,0.012,0.021
Methylocystis bryophila,105.0,0.025342857142857125,0.01676410346052437,0.005,0.012,0.023,0.033,0.098
Methylocystis rosea,105.0,0.026838095238095223,0.016262346676107958,0.005,0.013,0.025,0.036,0.083
Methylocystis sp. SC2,105.0,0.018676190476190468,0.010420482085126725,0.004,0.01,0.018,0.025,0.053
Methylomicrobium album,105.0,0.009047619047619039,0.0038465292857051713,0.003,0.005,0.009,0.011,0.019
Methylomicrobium alcaliphilum,105.0,0.0033238095238095227,0.0015596796891030927,0.001,0.002,0.003,0.004,0.008
Methylomonas clara,105.0,0.0008285714285714287,0.00046939287417862446,0.0,0.001,0.001,0.001,0.002
Methylomonas denitrificans,105.0,0.003971428571428563,0.0015839164147110668,0.001,0.003,0.004,0.005,0.008
Methylomonas koyamae,105.0,0.003628571428571428,0.0012953848764062248,0.001,0.003,0.004,0.004,0.0069999999999999
Methylomonas methanica,105.0,0.0025809523809523813,0.0009585741853734991,0.001,0.002,0.002,0.003,0.005
Methylomonas sp. DH-1,105.0,0.005390476190476177,0.0019635879546579045,0.002,0.004,0.005,0.0069999999999999,0.01
Methylophaga frappieri,105.0,0.0003047619047619048,0.0004625142310452877,0.0,0.0,0.0,0.001,0.001
Methylophaga nitratireducenticrescens,105.0,0.0006761904761904763,0.00047017259709841784,0.0,0.0,0.001,0.001,0.001
Methylophilus sp. TWE2,105.0,0.000885714285714286,0.00046645730520854446,0.0,0.001,0.001,0.001,0.002
Methylorubrum extorquens,105.0,0.11569523809523809,0.05341206356993273,0.03,0.072,0.1139999999999999,0.145,0.2779999999999999
Methylorubrum populi,105.0,0.035180952380952375,0.016191629456878773,0.011,0.023,0.034,0.042,0.1
Methylorubrum zatmanii,105.0,0.0014952380952380955,0.0006522713204318241,0.0,0.001,0.001,0.002,0.003
Methylosinus trichosporium,105.0,0.03676190476190475,0.021174423890775097,0.008,0.019,0.034,0.049,0.106
Methylotenera mobilis,105.0,0.001142857142857143,0.0011387288073563858,0.0,0.001,0.001,0.001,0.008
Methylotenera versatilis,105.0,0.0033047619047619015,0.004761875457785287,0.0,0.001,0.001,0.004,0.029
Methyloversatilis sp. RAC08,105.0,0.01871428571428571,0.008167376809970503,0.006,0.013,0.018,0.022,0.052
Methylovorus glucosotrophus,105.0,0.002704761904761905,0.0010088436785575686,0.001,0.002,0.003,0.003,0.006
Methylovorus sp. MP688,105.0,0.0025714285714285717,0.0009287827316640651,0.001,0.002,0.003,0.003,0.005
Methylovulum psychrotolerans,105.0,0.0020095238095238096,0.0009353653964672983,0.001,0.001,0.002,0.003,0.004
Micavibrio aeruginosavorus,105.0,0.004657142857142854,0.0018647982538260034,0.001,0.003,0.005,0.006,0.01
Microbacterium aurum,105.0,0.018190476190476184,0.008952970325857089,0.003,0.011,0.017,0.023,0.042
Microbacterium chocolatum,105.0,0.017704761904761897,0.00871991951436459,0.003,0.011,0.017,0.023,0.041
Microbacterium foliorum,105.0,0.033428571428571426,0.017834634165695012,0.006,0.021,0.031,0.042,0.103
Microbacterium hominis,105.0,0.026980952380952373,0.013013292724971166,0.004,0.016,0.026,0.034,0.063
Microbacterium paludicola,105.0,0.026447619047619036,0.012652896409351792,0.005,0.016,0.025,0.033,0.059
Microbacterium paraoxydans,105.0,0.0030666666666666663,0.0015080977999980532,0.001,0.002,0.003,0.004,0.0069999999999999
Microbacterium pygmaeum,105.0,0.030180952380952374,0.016229591297985103,0.004,0.02,0.027,0.037,0.095
Microbacterium sp. 1.5R,105.0,0.002247619047619047,0.0011992060865819647,0.0,0.001,0.002,0.003,0.0069999999999999
Microbacterium sp. 10M-3C3,105.0,0.02313333333333332,0.011236159577510554,0.004,0.0139999999999999,0.022,0.029,0.0559999999999999
Microbacterium sp. BH-3-3-3,105.0,0.017066666666666657,0.007978657428350607,0.004,0.011,0.016,0.022,0.039
Microbacterium sp. CGR1,105.0,0.002142857142857142,0.0011302533023497508,0.0,0.001,0.002,0.003,0.0069999999999999
Microbacterium sp. LKL04,105.0,0.01506666666666665,0.007231430684421291,0.003,0.009,0.0139999999999999,0.019,0.0349999999999999
Microbacterium sp. No. 7,105.0,0.026590476190476175,0.012686830875190142,0.006,0.015,0.026,0.034,0.061
Microbacterium sp. PAMC 28756,105.0,0.03221904761904761,0.01513400460017425,0.006,0.019,0.032,0.042,0.075
Microbacterium sp. PM5,105.0,0.013438095238095221,0.006369886802405355,0.003,0.008,0.013,0.017,0.031
Microbacterium sp. TPU 3598,105.0,0.016628571428571413,0.01642011966065807,0.003,0.009,0.015,0.02,0.166
Microbacterium sp. XT11,105.0,0.015019047619047605,0.007090053911562632,0.003,0.009,0.015,0.02,0.033
Microbacterium sp. str. 'China',105.0,0.0024952380952380955,0.0011695150994175181,0.001,0.002,0.002,0.003,0.005
Microbacterium testaceum,105.0,0.0178095238095238,0.008378194268106891,0.003,0.011,0.017,0.023,0.042
Microbulbifer agarilyticus,105.0,0.0018571428571428576,0.0006419407387663694,0.001,0.001,0.002,0.002,0.004
Microbulbifer aggregans,105.0,0.0032000000000000006,0.0011469021821343857,0.001,0.002,0.003,0.004,0.006
Microbulbifer sp. A4B17,105.0,0.0009904761904761907,0.0005632194219095405,0.0,0.001,0.001,0.001,0.002
Microbulbifer thermotolerans,105.0,0.0027809523809523813,0.0009196670842144705,0.001,0.002,0.003,0.003,0.005
Microcella alkaliphila,105.0,0.014447619047619032,0.005680569026855016,0.003,0.01,0.0139999999999999,0.018,0.034
Microchaete diplosiphon,105.0,0.00014285714285714287,0.00035160542320387164,0.0,0.0,0.0,0.0,0.001
Micrococcus luteus,105.0,0.017038095238095227,0.009076516412321978,0.003,0.008,0.018,0.024,0.038
Microcoleus sp. PCC 7113,105.0,0.0006857142857142858,0.0005246662989698546,0.0,0.0,0.001,0.001,0.002
Microcystis aeruginosa,105.0,0.0017428571428571428,0.0010921799956312799,0.0,0.001,0.002,0.002,0.005
Microcystis sp. MC19,105.0,7.61904761904762e-05,0.00026657507584594445,0.0,0.0,0.0,0.0,0.001
Microlunatus phosphovorus,105.0,0.03672380952380951,0.01987484651033873,0.0069999999999999,0.019,0.037,0.049,0.088
Microlunatus soli,105.0,0.029619047619047614,0.015861407537928307,0.006,0.015,0.029,0.042,0.0689999999999999
Micromonospora aurantiaca,105.0,0.03606666666666666,0.019208004474630773,0.006,0.019,0.036,0.052,0.08
Micromonospora auratinigra,105.0,0.033866666666666656,0.01839631373330969,0.005,0.017,0.033,0.051,0.073
Micromonospora chokoriensis,105.0,0.028733333333333323,0.014659774021415686,0.006,0.016,0.0279999999999999,0.04,0.061
Micromonospora coriariae,105.0,0.03799047619047618,0.019855969475437944,0.006,0.021,0.037,0.055,0.0809999999999999
Micromonospora coxensis,105.0,0.03285714285714285,0.017764716852096598,0.005,0.017,0.032,0.048,0.071
Micromonospora echinaurantiaca,105.0,0.04378095238095238,0.024082383024966028,0.0069999999999999,0.022,0.043,0.066,0.098
Micromonospora echinofusca,105.0,0.038295238095238084,0.020489642697603526,0.0069999999999999,0.02,0.037,0.0559999999999999,0.0809999999999999
Micromonospora echinospora,105.0,0.03701904761904762,0.01897466983212344,0.006,0.02,0.036,0.052,0.077
Micromonospora inositola,105.0,0.07125714285714285,0.052132418042797626,0.01,0.032,0.065,0.092,0.261
Micromonospora krabiensis,105.0,0.04204761904761903,0.021611687077019652,0.0069999999999999,0.023,0.041,0.06,0.09
Micromonospora narathiwatensis,105.0,0.03199047619047618,0.018216378533793348,0.005,0.015,0.03,0.049,0.071
Micromonospora purpureochromogenes,105.0,0.0489142857142857,0.027241129214463936,0.008,0.023,0.048,0.076,0.105
Micromonospora rifamycinica,105.0,0.06413333333333332,0.03581605427164951,0.01,0.033,0.059,0.097,0.146
Micromonospora siamensis,105.0,0.033390476190476186,0.01831166885123298,0.005,0.017,0.032,0.05,0.072
Micromonospora sp. B006,105.0,0.029504761904761895,0.015574957593178354,0.005,0.015,0.029,0.043,0.064
Micromonospora sp. L5,105.0,0.018352380952380943,0.01029841376170748,0.003,0.009,0.018,0.026,0.044
Micromonospora sp. WMMA2032,105.0,0.03379999999999999,0.01817246437714107,0.005,0.018,0.033,0.05,0.074
Micromonospora tulbaghiae,105.0,0.025342857142857125,0.012916022080099843,0.004,0.0139999999999999,0.026,0.036,0.055
Micromonospora viridifaciens,105.0,0.03888571428571428,0.02212652180151609,0.006,0.018,0.038,0.058,0.086
Micromonospora zamorensis,105.0,0.02999047619047618,0.015086605902444651,0.005,0.017,0.0279999999999999,0.042,0.063
Micropruina glycogenica,105.0,0.021076190476190464,0.01176017990941599,0.004,0.01,0.02,0.03,0.054
Microterricola viridarii,105.0,0.03905714285714286,0.01813561549687656,0.008,0.022,0.039,0.052,0.091
Microvirga ossetica,105.0,0.11074285714285713,0.09563743921822551,0.027,0.059,0.074,0.125,0.529
