feature,variance
Halorientalis sp. IM1011,1.1754578754578778e-06
Halomonas huangheensis,1.1890109890109817e-06
Bifidobacterium thermophilum,1.1890109890109912e-06
Mixta gaviniae,1.1919413919413726e-06
Microcystis aeruginosa,1.192857142857143e-06
Actinotignum schaalii,1.1935897435897444e-06
Alcanivorax borkumensis,1.2018315018315033e-06
Bacillus coagulans,1.2023809523809519e-06
Thiolapillus brandeum,1.2073260073260061e-06
Stenotrophomonas sp. SAU14A_NAIMI4_8,1.213369963369964e-06
Dickeya zeae,1.216483516483508e-06
Coraliomargarita akajimensis,1.2166666666666676e-06
Octadecabacter antarcticus,1.22106227106227e-06
Labrenzia sp. CP4,1.221062271062273e-06
Natronolimnobius aegyptiacus,1.2304029304029308e-06
Roseovarius mucosus,1.2368131868131876e-06
Gibbsiella quercinecans,1.2457875457875429e-06
Corynebacterium striatum,1.2485347985347982e-06
Auritidibacter sp. NML130574,1.2485347985347982e-06
Caldithrix abyssi,1.2485347985347995e-06
Yersinia pestis,1.2505494505494505e-06
Aeromonas sp. ASNIH3,1.2549450549450548e-06
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,1.2587912087912078e-06
Delftia sp. Cs1-4,1.2677655677655614e-06
Desulfohalobium retbaense,1.271428571428571e-06
Pontibacter actiniarum,1.2716117216117216e-06
Microbacterium sp. CGR1,1.2774725274725182e-06
Marinobacter salarius,1.2826007326007318e-06
Citrobacter farmeri,1.2842490842490892e-06
Acidovorax ebreus,1.2945054945054867e-06
Methylotenera mobilis,1.2967032967032975e-06
Halioglobus japonicus,1.2985347985347996e-06
Saccharospirillum mangrovi,1.3000000000000007e-06
Clostridiales bacterium CCNA10,1.3073260073260062e-06
Halorubrum lacusprofundi,1.3073260073260075e-06
Corynebacterium sp. NML98-0116,1.3073260073260075e-06
Aeromonas sp. ASNIH1,1.3095238095238088e-06
Desulfobacca acetoxidans,1.3128205128205145e-06
Microbulbifer aggregans,1.3153846153846156e-06
Synechococcus sp. JA-3-3Ab,1.3254578754578762e-06
Bordetella sp. HZ20,1.3282051282051283e-06
Cronobacter muytjensii,1.3397435897435896e-06
Spirosoma rigui,1.3467032967032894e-06
Roseobacter litoralis,1.348534798534798e-06
Bacillus oceanisediminis,1.35109890109889e-06
Chitinophaga caeni,1.3672161172161168e-06
Microbacterium sp. str. 'China',1.367765567765567e-06
Anaerolinea thermophila,1.3831501831501838e-06
Sphingorhabdus sp. Alg231-15,1.3979853479853379e-06
Aeromonas caviae,1.406043956043955e-06
Alcanivorax dieselolei,1.4227106227106023e-06
Methylacidiphilum infernorum,1.4254578754578759e-06
Clostridium pasteurianum,1.428205128205131e-06
Citrobacter freundii complex sp. CFNIH4,1.4326007326007314e-06
Microbacterium sp. 1.5R,1.4380952380952304e-06
Flavobacterium faecale,1.4419413919413819e-06
Polynucleobacter necessarius,1.4441391941391924e-06
Paenibacillus stellifer,1.4510989010989005e-06
Limnohabitans sp. 103DPR2,1.4793040293040275e-06
Tumebacillus algifaecis,1.4820512820512822e-06
Neisseria sp. KEM232,1.4895604395604333e-06
Mesorhizobium phage vB_MloP_Lo5R7ANS,1.5018315018314907e-06
Maritalea myrionectae,1.5018315018315039e-06
Ruegeria sp. AD91A,1.5095238095238077e-06
Cronobacter dublinensis,1.5177655677655696e-06
Brenneria sp. EniD312,1.5287545787545546e-06
Thalassospira marina,1.5287545787545736e-06
Oceanimonas sp. GK1,1.5342490842490675e-06
Desulfovibrio alaskensis,1.534249084249083e-06
Spirosoma montaniterrae,1.5369963369963355e-06
Cobetia marina,1.5408424908424578e-06
Halioglobus pacificus,1.5434065934065862e-06
Chloroflexus aurantiacus,1.5562271062271068e-06
Alcanivorax xenomutans,1.5598901098901053e-06
Escherichia albertii,1.5672161172161238e-06
Solibacillus silvestris,1.5791208791208816e-06
Natrinema pellirubrum,1.5864468864468844e-06
Celeribacter baekdonensis,1.594688644688647e-06
Bacillus sp. FJAT-18017,1.59835164835164e-06
Synechococcus sp. KORDI-52,1.5983516483516506e-06
Edwardsiella piscicida,1.6203296703296705e-06
Lactobacillus crispatus,1.624908424908427e-06
Intestinimonas butyriciproducens,1.6358974358974352e-06
Mycobacterium leprae,1.653479853479847e-06
Elizabethkingia anophelis,1.653479853479854e-06
Chloroflexus aggregans,1.6551282051282058e-06
Haliscomenobacter hydrossis,1.6653846153846071e-06
Shigella flexneri,1.6727106227106002e-06
Marinobacter sp. Arc7-DN-1,1.6743589743589743e-06
Methylomonas koyamae,1.6780219780219703e-06
Halomonas subglaciescola,1.682600732600706e-06
Bifidobacterium adolescentis,1.6935897435897434e-06
Epibacterium mobile,1.6983516483516396e-06
Halomonas sp. SF2003,1.7051282051281865e-06
Actinomyces radingae,1.7056776556776547e-06
Edwardsiella sp. EA181011,1.7073260073259986e-06
Alistipes finegoldii,1.7210622710622654e-06
Clostridium estertheticum,1.7496336996337048e-06
Pelobacter sp. SFB93,1.7595238095238072e-06
Sulfitobacter sp. SK011,1.7688644688644632e-06
Devriesea agamarum,1.7787545787545782e-06
Pseudovibrio sp. FO-BEG1,1.7793040293040109e-06
Cloacibacillus porcorum,1.800000000000001e-06
Prosthecochloris sp. GSB1,1.8018315018315008e-06
Bacteroidetes bacterium Omega,1.8062271062271038e-06
Acidithiobacillus ferrooxidans,1.8082417582417597e-06
Dehalogenimonas formicexedens,1.80897435897436e-06
Sporosarcina psychrophila,1.815018315018316e-06
Alistipes sp. Marseille-P5997,1.8210622710622697e-06
Bacteroides vulgatus,1.826556776556768e-06
Halomonas sp. A3H3,1.853846153846125e-06
Aeromonas sp. CA23,1.8543956043956045e-06
Octadecabacter arcticus,1.856227106227105e-06
Rathayibacter toxicus,1.8639194139194113e-06
Olsenella sp. oral taxon 807,1.8650183150183145e-06
Halomicrobium mukohataei,1.8672161172161183e-06
Paenibacillus durus,1.8996336996336945e-06
Haloferax gibbonsii,1.9227106227106242e-06
Roseobacter denitrificans,1.9518315018314847e-06
Pseudomonas sp. R2-7-07,1.96117216117216e-06
Bacillus sp. Y1,1.963919413919407e-06
Aminomonas paucivorans,1.9765567765567782e-06
Natronococcus occultus,1.983150183150174e-06
Phaeobacter piscinae,1.988095238095218e-06
Pusillimonas sp. T7-7,2.001282051282036e-06
Sedimenticola thiotaurini,2.0049450549450328e-06
Pedobacter sp. eg,2.0150183150183127e-06
Rhodobacteraceae bacterium BAR1,2.0177655677655455e-06
Ruegeria sp. TM1040,2.0188644688644464e-06
Halobacterium sp. DL1,2.0210622710622722e-06
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',2.03901098901099e-06
Halopenitus persicus,2.0518315018315032e-06
Rhodococcus sp. p52,2.0534798534798433e-06
Aeromonas schubertii,2.0692307692307506e-06
Paenibacillus glucanolyticus,2.073626373626357e-06
Roseovarius sp. TM1035,2.0765567765567578e-06
Finegoldia magna,2.0793040293040283e-06
Haloferax volcanii,2.085714285714286e-06
Arachidicoccus sp. KIS59-12,2.09029304029303e-06
Gallionella capsiferriformans,2.1126373626373403e-06
Methanoculleus marisnigri,2.1159340659340683e-06
Azoarcus sp. BH72,2.14065934065933e-06
Rhodobaca barguzinensis,2.1428571428571203e-06
Selenomonas sp. oral taxon 920,2.1479853479853474e-06
Streptomyces sviceus,2.1523809523809546e-06
Acidovorax sp. JS42,2.1928571428571245e-06
Deinococcus proteolyticus,2.202380952380949e-06
Rhizobium sp. TAL182,2.2073260073260086e-06
Gluconobacter albidus,2.2120879120878904e-06
Corynebacterium lactis,2.231318681318684e-06
Salinarchaeum sp. Harcht-Bsk1,2.233150183150175e-06
Labrenzia aggregata,2.2402930402930316e-06
Parvularcula bermudensis,2.244139194139177e-06
Paenibacillus beijingensis,2.2505494505494515e-06
Microbacterium paraoxydans,2.2743589743589673e-06
Streptomyces alfalfae,2.276923076923047e-06
Corynebacterium genitalium,2.2826007326007235e-06
Leclercia sp. LSNIH1,2.2851648351648324e-06
Marinobacterium aestuarii,2.2979853479853197e-06
Leptolyngbya sp. O-77,2.307326007325997e-06
Aquitalea magnusonii,2.3446886446886052e-06
Pelobacter carbinolicus,2.3446886446886425e-06
Oscillibacter sp. PEA192,2.373076923076921e-06
Rhizobium sp. IE4771,2.3804029304029013e-06
Pseudomonas virus PaMx74,2.3804029304029335e-06
Spirochaeta thermophila,2.381318681318665e-06
Pseudomonas salegens,2.3842490842490672e-06
Thermobaculum terrenum,2.3906593406593403e-06
Xylella fastidiosa,2.3996336996336715e-06
Halobacterium hubeiense,2.4051282051281897e-06
Corynebacterium testudinoris,2.406043956043947e-06
Methylomicrobium alcaliphilum,2.43260073260072e-06
Pedobacter heparinus,2.4428571428571267e-06
Enterobacter sp. R4-368,2.4446886446886462e-06
Ethanoligenens harbinense,2.4573260073259965e-06
Desulfomicrobium orale,2.4600732600732526e-06
Sinorhizobium sp. CCBAU 05631,2.4639194139193885e-06
Acinetobacter wuhouensis,2.4985347985348006e-06
Synechococcus sp. SynAce01,2.5012820512820513e-06
Desulfomonile tiedjei,2.5049450549450534e-06
Methylomonas denitrificans,2.50879120879116e-06
Dermatophilus congolensis,2.540293040293032e-06
Sphingobacterium sp. ML3W,2.5457875457875444e-06
Methylobacillus flagellatus,2.5576923076922896e-06
Neomicrococcus aestuarii,2.5650183150183155e-06
Flavobacterium psychrophilum,2.575457875457865e-06
Erwinia gerundensis,2.601282051282054e-06
Acidithiobacillus ferrivorans,2.6038461538461385e-06
Corynebacterium falsenii,2.613919413919409e-06
Sulfitobacter sp. SK025,2.6241758241758036e-06
Bacillus sp. FJAT-22090,2.628754578754578e-06
Geitlerinema sp. PCC 7407,2.6397435897435856e-06
Rhodococcus fascians,2.649633699633683e-06
Pseudomonas sp. SWI44,2.6510989010988797e-06
Rhizobium sp. Kim5,2.653479853479823e-06
Yersinia rohdei,2.665384615384623e-06
Pseudomonas sp. bs2935,2.667216117216115e-06
Enterobacter cloacae complex sp.,2.6688644688644626e-06
Spiribacter salinus,2.675457875457846e-06
Stenotrophomonas nitritireducens,2.6919413919413707e-06
Parabacteroides sp. CT06,2.6919413919413826e-06
Deinococcus soli Cha et al. 2016,2.6928571428571243e-06
Marivirga tractuosa,2.7018315018314805e-06
Candidatus Protochlamydia amoebophila,2.7023809523809273e-06
Desulfovibrio sp. G11,2.7166666666666575e-06
Bacillus muralis,2.72106227106227e-06
Corynebacterium glaucum,2.749633699633694e-06
Nitrososphaera viennensis,2.7551282051281898e-06
Actinomyces meyeri,2.7793040293040254e-06
Arachidicoccus sp. BS20,2.7934065934065838e-06
Hymenobacter swuensis,2.79798534798532e-06
Cronobacter sakazakii,2.801282051282038e-06
Deinococcus deserti,2.8177655677655688e-06
Synechococcus sp. KORDI-49,2.8346153846153595e-06
Kosakonia oryzae,2.8485347985347824e-06
Desulfobulbus sp. ORNL,2.8941391941391646e-06
Pelodictyon luteolum,2.897985347985335e-06
Rhodococcus sp. PBTS 2,2.9172161172160926e-06
Phaeobacter sp. LSS9,2.9428571428571313e-06
Asaia bogorensis,2.983150183150166e-06
Trueperella pyogenes,2.9967032967032768e-06
Corynebacterium efficiens,3.002380952380931e-06
Ketogulonicigenium vulgare,3.02527472527471e-06
Lactobacillus fermentum,3.051831501831506e-06
Sulfitobacter sp. JL08,3.1062271062270974e-06
Coriobacterium glomerans,3.1203296703296397e-06
Rhodococcus qingshengii,3.121428571428565e-06
Sulfitobacter sp. D7,3.1369963369963285e-06
Haloterrigena turkmenica,3.1716117216116725e-06
Ketogulonicigenium robustum,3.1749084249084195e-06
Pseudomonas sp. R11-23-07,3.186446886446871e-06
Klebsiella michiganensis,3.1880952380952102e-06
Flavobacterium sp. HYN0059,3.205677655677658e-06
Olsenella sp. GAM18,3.2137362637362243e-06
Hyphomonas sp. Mor2,3.213736263736249e-06
Oceanobacillus sp. 160,3.2249084249084232e-06
Desulfatibacillum alkenivorans,3.231318681318639e-06
Halobiforma lacisalsi,3.238095238095197e-06
Candidatus Bipolaricaulis anaerobius,3.2505494505494305e-06
Corynebacterium ureicelerivorans,3.2908424908424773e-06
Christensenella sp. Marseille-P3954,3.2999999999999553e-06
Xanthomonas hortorum,3.306227106227073e-06
Deinococcus wulumuqiensis,3.341941391941352e-06
Hymenobacter sp. sh-6,3.3974358974358712e-06
Altererythrobacter ishigakiensis,3.397985347985325e-06
Corynebacterium imitans,3.473076923076876e-06
Micavibrio aeruginosavorus,3.4774725274725094e-06
Salinigranum rubrum,3.481318681318651e-06
Halopiger xanaduensis,3.4831501831501486e-06
Yersinia enterocolitica,3.5128205128205097e-06
Candidatus Xiphinematobacter sp. Idaho Grape,3.534249084249062e-06
Stenotrophomonas sp. WZN-1,3.5521978021977825e-06
Chlorobaculum parvum,3.5534798534797997e-06
Citrobacter amalonaticus,3.56373626373626e-06
Faecalibacterium prausnitzii,3.5774725274725004e-06
Flavonifractor plautii,3.586446886446849e-06
Pedobacter sp. PACM 27299,3.586446886446879e-06
Woeseia oceani,3.598534798534768e-06
Sulfitobacter pseudonitzschiae,3.6254578754578277e-06
Pseudonocardia sp. EC080625-04,3.6291208791208586e-06
Enterobacter sp. FY-07,3.6441391941391875e-06
Halomonas chromatireducens,3.647985347985307e-06
Meiothermus silvanus,3.6523809523809136e-06
Streptomyces virus TG1,3.6534798534798585e-06
Thalassospira xiamenensis,3.6611721611721238e-06
Olsenella uli,3.6791208791208433e-06
Pasteurella multocida,3.7203296703296686e-06
Chlorobaculum tepidum,3.7329670329669876e-06
Glutamicibacter arilaitensis,3.738095238095226e-06
Clostridium butyricum,3.7441391941391764e-06
Nitrosospira multiformis,3.7716117216117108e-06
Corynebacterium uterequi,3.782600732600685e-06
Kosakonia sacchari,3.7961538461538176e-06
Pseudomonas sp. MT-1,3.8100732600732283e-06
Desulfurivibrio alkaliphilus,3.819230769230729e-06
Rhodobiaceae bacterium,3.8402930402930154e-06
Methylomonas sp. DH-1,3.85567765567761e-06
Geobacter lovleyi,3.875457875457846e-06
Dermabacter vaginalis,3.88516483516481e-06
Ochrobactrum sp. A44,3.894139194139162e-06
Alcaligenes faecalis,3.89798534798534e-06
Pseudomonas sp. SWI36,3.900549450549389e-06
Acidithiobacillus caldus,3.904395604395566e-06
Acetobacter pasteurianus,3.922710622710601e-06
Alistipes shahii,3.930769230769194e-06
Heliobacterium modesticaldum,3.947435897435856e-06
Collinsella aerofaciens,3.950549450549405e-06
Sulfuriferula sp. AH1,3.9556776556776366e-06
Stenotrophomonas sp. YAU14D1_LEIMI4_1,3.963369963369948e-06
Alcanivorax pacificus,3.990293040293015e-06
Fibrella aestuarina,4.002380952380911e-06
Coriobacteriaceae bacterium 68-1-3,4.090293040292998e-06
Hymenobacter nivis,4.1062271062270705e-06
Haloplanus aerogenes,4.128754578754511e-06
Rothia mucilaginosa,4.134249084249038e-06
Pseudomonas sp. phDV1,4.147435897435879e-06
Candidatus Desulforudis audaxviator,4.158974358974311e-06
Psychromicrobium lacuslunae,4.178021978021944e-06
Pelosinus fermentans,4.182600732600722e-06
Streptomyces phage phiSASD1,4.207326007326006e-06
Pseudomonas sp. XWY-1,4.208241758241739e-06
Tateyamaria omphalii,4.246703296703242e-06
Yoonia vestfoldensis,4.3595238095237686e-06
Altererythrobacter sp. ZODW24,4.3659340659340285e-06
Mycobacterium paraintracellulare,4.370329670329619e-06
Pseudomonas sp. JY-Q,4.433150183150147e-06
Olsenella umbonata,4.450549450549401e-06
Paenibacillus sp. FSL H7-0737,4.4666666666666725e-06
Pseudomonas pseudoalcaligenes,4.468864468864423e-06
Dickeya chrysanthemi,4.513369963369993e-06
Deinococcus geothermalis,4.515934065934031e-06
Halorubrum trapanicum,4.5252747252746955e-06
Serratia fonticola,4.54798534798535e-06
Geobacter sp. DSM 9736,4.5727106227106e-06
Geobacter daltonii,4.636996336996301e-06
Leclercia sp. LSNIH3,4.748534798534766e-06
Antarctobacter heliothermus,4.752380952380897e-06
Komagataeibacter xylinus,4.7957875457874975e-06
Corynebacterium atypicum,4.8265567765567145e-06
Jannaschia sp. CCS1,4.865934065934026e-06
Spiribacter curvatus,4.8727106227105824e-06
Rhodothermaceae bacterium RA,4.885164835164787e-06
Sulfurihydrogenibium sp. YO3AOP1,4.902380952380939e-06
Ectothiorhodospira sp. BSL-9,4.920329670329627e-06
Oscillatoria nigro-viridis,4.955677655677657e-06
Paracoccus sp. BM15,4.962087912087878e-06
Desulfococcus oleovorans,4.970329670329636e-06
Selenomonas sp. oral taxon 126,4.976556776556723e-06
Paenibacillus sp. 32O-W,4.981318681318645e-06
Actinomyces gaoshouyii,5.017765567765522e-06
Gordonibacter urolithinfaciens,5.054395604395561e-06
Pseudomonas sp. R2-60-08W,5.1203296703296705e-06
Akkermansia muciniphila,5.1282051282051e-06
Rhodococcus sp. 2G,5.131318681318628e-06
Aquaspirillum sp. LM1,5.133150183150183e-06
Halothiobacillus sp. LS2,5.151098901098864e-06
Neisseria meningitidis,5.155677655677613e-06
Comamonas kerstersii,5.19285714285712e-06
Paenibacillus donghaensis,5.207326007325998e-06
Desulfovibrio fairfieldensis,5.247252747252709e-06
Serratia ficaria,5.252197802197866e-06
Thermogutta terrifontis,5.277472527472496e-06
Comamonas thiooxydans,5.279304029303994e-06
Stenotrophomonas sp. ZAC14D2_NAIMI4_6,5.290842490842492e-06
Nitrosospira briensis,5.3320512820512635e-06
Bordetella parapertussis,5.342857142857139e-06
Desulfococcus multivorans,5.3510989010988695e-06
Glutamicibacter halophytocola,5.3895604395603625e-06
Corynebacterium glyciniphilum,5.39615384615379e-06
Kocuria rhizophila,5.471062271062252e-06
Meiothermus ruber,5.509523809523778e-06
Hydrogenophilus thermoluteolus,5.513736263736243e-06
Bifidobacterium animalis,5.524358974358932e-06
Bordetella holmesii,5.547252747252712e-06
Adlercreutzia equolifaciens,5.594688644688605e-06
Cohnella sp. 18JY8-7,5.628754578754525e-06
[Mycobacterium] stephanolepidis,5.633150183150156e-06
Pseudonocardia sp. EC080619-01,5.667582417582373e-06
Akkermansia glycaniphila,5.688095238095214e-06
Pedobacter cryoconitis,5.716483516483523e-06
Pseudomonas sp. S-6-2,5.729304029304015e-06
Erythrobacter atlanticus,5.742307692307673e-06
Niabella ginsenosidivorans,5.759523809523784e-06
Celeribacter ethanolicus,5.76978021978019e-06
Pelobacter acetylenicus,5.790842490842449e-06
Zobellella denitrificans,5.8062271062270974e-06
Candidatus Symbiobacter mobilis,5.8073260073259386e-06
Geobacter anodireducens,5.817765567765543e-06
Ferriphaselus amnicola,5.894139194139128e-06
Xanthomonas vasicola,5.903846153846146e-06
Gordonibacter massiliensis,5.96978021978017e-06
Xanthomonas fragariae,6.018864468864454e-06
Leisingera methylohalidivorans,6.0216117216116905e-06
Deinococcus peraridilitoris,6.0280219780219395e-06
Cutibacterium granulosum,6.067216117216079e-06
Corynebacterium mycetoides,6.0787545787545254e-06
Capnocytophaga ochracea,6.090659340659276e-06
Pseudomonas sp. R1-43-08,6.111172161172122e-06
Corynebacterium sp. 2183,6.135164835164792e-06
Corynebacterium urealyticum,6.190842490842424e-06
Mycobacterium sp. JLS,6.193589743589719e-06
Chryseobacterium camelliae,6.304945054945057e-06
Bacillus sp. Y-01,6.365018315018303e-06
Rhodococcus sp. 008,6.386813186813147e-06
Corynebacterium provencense,6.411172161172116e-06
Corynebacterium sp. 2184,6.419780219780163e-06
Acetobacter aceti,6.556227106227045e-06
Selenomonas sputigena,6.58644688644685e-06
Phaeobacter inhibens,6.598534798534788e-06
Pseudomonas sp. R4-39-08,6.605677655677622e-06
Rhodococcus pyridinivorans,6.6397435897435405e-06
Libanicoccus massiliensis,6.652380952380919e-06
Myroides odoratus,6.680769230769209e-06
Bacillus sp. X1(2014),6.692857142857126e-06
Corynebacterium terpenotabidum,6.7265567765567285e-06
Komagataeibacter saccharivorans,6.760073260073219e-06
Bifidobacterium scardovii,6.777472527472483e-06
Bacillus mycoides,6.7869963369963215e-06
Pseudomonas sp. R3-52-08,6.8521978021977895e-06
Paenibacillus sp. FSL R7-0331,6.859523809523805e-06
Niabella soli,6.8653846153845506e-06
Chromohalobacter salexigens,6.919780219780188e-06
Geoalkalibacter subterraneus,6.936446886446833e-06
Pseudomonas sp. PONIH3,6.957326007325987e-06
Flavobacterium commune,6.9858974358973836e-06
Corynebacterium jeikeium,7.004945054944999e-06
Corynebacterium timonense,7.005128205128163e-06
Mycolicibacterium fortuitum,7.047252747252714e-06
Humibacter sp. BT305,7.05183150183147e-06
Pseudomonas xinjiangensis,7.0664835164834855e-06
Rhodopirellula baltica,7.071062271062219e-06
Pseudomonas simiae,7.095787545787518e-06
Desulfovibrio gigas,7.117765567765501e-06
Paenibacillus sp. FSL R7-0273,7.134249084249047e-06
Deinococcus swuensis,7.249633699633663e-06
Bifidobacterium pseudolongum,7.284249084249035e-06
Gordonibacter pamelaeae,7.2851648351648e-06
Streptomyces sp. GBA 94-10,7.307326007325954e-06
Nitrosospira lacus,7.362637362637285e-06
Klebsiella oxytoca,7.383150183150153e-06
Streptomyces sp. CLI2509,7.41978021978018e-06
Corynebacterium maris,7.501282051282014e-06
Hymenobacter sp. PAMC 26554,7.501282051282023e-06
Erythrobacter sp. KY5,7.502197802197782e-06
Pseudodesulfovibrio aespoeensis,7.59468864468861e-06
Actinomyces sp. Chiba101,7.609523809523774e-06
Mycobacterium sp. VKM Ac-1817D,7.642307692307633e-06
Rhodococcus sp. BH4,7.652380952380935e-06
Asticcacaulis excentricus,7.675274725274719e-06
Pseudomonas litoralis,7.819230769230742e-06
Cohaesibacter sp. ES.047,7.861172161172064e-06
Arthrobacter sp. ATCC 21022,7.894139194139165e-06
Sphingopyxis sp. MG,7.9043956043956e-06
Corynebacterium doosanense,7.916666666666628e-06
Cyanobium sp. NIES-981,7.96391941391938e-06
Aeromonas salmonicida,7.97527472527471e-06
Mycobacterium tuberculosis,7.976556776556754e-06
Sphingorhabdus sp. M41,8.079304029304013e-06
Weeksella virosa,8.08571428571426e-06
Hymenobacter sp. PAMC 26628,8.10952380952377e-06
Actinomyces sp. 2129,8.197435897435857e-06
Hyphomonas neptunium,8.247252747252724e-06
Corynebacterium humireducens,8.259523809523776e-06
Cupriavidus nantongensis,8.303479853479915e-06
Tumebacillus avium,8.355677655677633e-06
Actinosynnema mirum,8.371428571428524e-06
Cronobacter condimenti,8.374908424908427e-06
Xanthomonas arboricola,8.44285714285708e-06
Celeribacter manganoxidans,8.455677655677603e-06
Paenibacillus graminis,8.545787545787573e-06
Brevibacterium siliguriense,8.612637362637335e-06
Roseibacterium elongatum,8.689010989010992e-06
Rhodothermaceae bacterium,8.76886446886442e-06
Paenibacillus riograndensis,8.774358974358981e-06
Filimonas lacunae,8.832051282051223e-06
Phaeobacter gallaeciensis,8.84578754578752e-06
Komagataeibacter europaeus,8.9062271062271e-06
Nostoc punctiforme,8.919780219780199e-06
Deinococcus sp. NW-56,8.971611721611697e-06
Pseudomonas sp. R4-35-07,8.994139194139153e-06
Pseudomonas soli,9.021428571428507e-06
Bifidobacterium choerinum,9.02527472527468e-06
[Eubacterium] rectale,9.07142857142852e-06
Streptomyces sp. FR-008,9.109523809523737e-06
Rhodoferax antarcticus,9.142307692307702e-06
Enterobacter cancerogenus,9.147985347985362e-06
Corynebacterium marinum,9.158791208791162e-06
Candidatus Phaeomarinobacter ectocarpi,9.158791208791167e-06
Desulfovibrio piger,9.169780219780174e-06
Mycobacterium marinum,9.210073260073243e-06
Deinococcus irradiatisoli,9.248534798534769e-06
Salinicola tamaricis,9.25952380952384e-06
Ornithobacterium rhinotracheale,9.268864468864432e-06
Desulfomicrobium baculatum,9.29358974358969e-06
Erwinia persicina,9.332051282051207e-06
Planctopirus limnophila,9.34468864468858e-06
Aeromonas media,9.348534798534751e-06
Komagataeibacter medellinensis,9.394139194139159e-06
Thermomicrobium roseum,9.401098901098872e-06
Bordetella bronchiseptica,9.474908424908449e-06
Kozakia baliensis,9.517765567765486e-06
Maricaulis maris,9.591941391941341e-06
Salinibacterium sp. CGMCC 1.16371,9.607692307692297e-06
Corynebacterium variabile,9.611172161172117e-06
Streptomyces sampsonii,9.647985347985293e-06
Azotobacter vinelandii,9.739560439560436e-06
Streptomyces sp. Tu6071,9.771611721611677e-06
Bordetella avium,9.778021978022038e-06
Aeromonas veronii,9.82271062271062e-06
Agrobacterium sp. H13-3,9.841941391941383e-06
Hyphomonas sp. CACIAM 19H1,9.859523809523835e-06
Ottowia sp. oral taxon 894,9.989560439560393e-06
Erythrobacter seohaensis,1.0021611721611709e-05
Rhodococcus sp. WB1,1.0026556776556756e-05
Sphingorhabdus flavimaris,1.0079304029304028e-05
Stenotrophomonas sp. ZAC14D2_NAIMI4_7,1.0128754578754568e-05
Azotobacter chroococcum,1.0172710622710685e-05
Pseudodesulfovibrio indicus,1.0190842490842446e-05
Pseudomonas cerasi,1.0202380952380943e-05
Pedobacter ginsengisoli,1.0276556776556752e-05
Roseiflexus castenholzii,1.0310073260073241e-05
Neoasaia chiangmaiensis,1.0510073260073224e-05
Brevibacterium sandarakinum,1.0534249084249043e-05
Paenibacillus sp. RUD330,1.055824175824168e-05
Magnetospira sp. QH-2,1.0636813186813157e-05
Halomonas sp. 1513,1.072747252747252e-05
Ruegeria pomeroyi,1.0760073260073267e-05
Pseudomonas mosselii,1.078809523809521e-05
Paracoccus aminophilus,1.0803479853479849e-05
Cyanobium gracile,1.0828205128205119e-05
Chlorobaculum limnaeum,1.0913369963369917e-05
Cutibacterium acnes,1.0924908424908411e-05
Rhodovulum sp. P5,1.0963736263736232e-05
Fuerstia marisgermanicae,1.0971062271062212e-05
Roseiflexus sp. RS-1,1.1051831501831476e-05
Actinomyces hongkongensis,1.1115018315018257e-05
Xanthomonas cassavae,1.1230402930402953e-05
Burkholderia anthina,1.1297252747252806e-05
Erythrobacter gangjinensis,1.1297985347985328e-05
Enterobacter sp. 638,1.1370512820512829e-05
Desulfovibrio desulfuricans,1.1378754578754556e-05
Rhodobacter blasticus,1.142362637362637e-05
Pantoea ananatis,1.1551831501831517e-05
Halomonas aestuarii,1.1553479853479818e-05
Dyadobacter fermentans,1.1609890109890092e-05
Komagataeibacter hansenii,1.1613919413919366e-05
Thioalkalivibrio versutus,1.1643406593406577e-05
Gemmobacter sp. HYN0069,1.1682600732600733e-05
Acinetobacter lwoffii,1.1694688644688606e-05
Pantoea sp. PSNIH1,1.1703846153846095e-05
Rhodobacteraceae bacterium QY30,1.1710073260073282e-05
Gordonia phage GMA4,1.175952380952378e-05
Paracoccus sp. CBA4604,1.1823626373626371e-05
Eggerthella lenta,1.1851098901098852e-05
Rhodovulum sp. MB263,1.1862087912087938e-05
Vitreoscilla filiformis,1.1933150183150208e-05
Cutibacterium avidum,1.1962087912087891e-05
Actinomyces sp. oral taxon 897,1.2043589743589695e-05
Curvibacter sp. AEP1-3,1.2044505494505536e-05
Syntrophobacter fumaroxidans,1.2047985347985292e-05
Caldilinea aerophila,1.2056227106227095e-05
Desulfovibrio africanus,1.2075457875457854e-05
Pseudomonas sp. R2-37-08W,1.2144139194139153e-05
Enterobacter sp. SA187,1.226336996336997e-05
Bifidobacterium bifidum,1.2284249084249025e-05
Brevibacterium linens,1.2290842490842485e-05
Gloeobacter kilaueensis,1.2432600732600697e-05
Laribacter hongkongensis,1.2624908424908422e-05
Limnohabitans sp. 63ED37-2,1.275952380952385e-05
Bordetella pseudohinzii,1.2822710622710666e-05
Xanthomonas oryzae,1.2894139194139229e-05
Chromatiaceae bacterium 2141T.STBD.0c.01a,1.3036996336996329e-05
Sulfitobacter sp. AM1-D1,1.3136996336996334e-05
Confluentimicrobium sp. EMB200-NS6,1.3194688644688645e-05
Streptomyces sp. SM17,1.3211538461538405e-05
Chitinophaga sp. MD30,1.3230402930402897e-05
endosymbiont of unidentified scaly snail isolate Monju,1.3262820512820529e-05
